phase,t,pos,vel,effort_js,wrench_fx,cmd_v
exp,3.1281,-1.319999,0.099745,0.000,1.994907,0.1000
exp,3.1412,-1.319600,0.099745,0.000,1.994907,0.1000
exp,3.1534,-1.319201,0.099745,0.000,1.994907,0.1000
exp,3.1573,-1.318802,0.099745,0.000,1.994908,0.1000
exp,3.1675,-1.318403,0.099745,0.000,1.994908,0.1000
exp,3.1806,-1.318403,0.099745,0.000,1.994908,0.1000
exp,3.1984,-1.317605,0.099745,0.000,1.994908,0.1000
exp,3.2069,-1.317207,0.099745,0.000,1.994907,0.1000
exp,3.2200,-1.316409,0.099745,0.000,-1.985252,0.1000
exp,3.2332,-1.316010,0.099745,0.000,1.994908,0.1000
exp,3.2376,-1.316010,0.099745,0.000,1.994907,0.1000
exp,3.2474,-1.315212,0.099745,0.000,1.994908,0.1000
exp,3.2659,-1.314813,0.099745,0.000,1.994908,0.1000
exp,3.2762,-1.314414,0.099745,0.000,1.994907,0.1000
exp,3.2890,-1.314015,0.099745,0.000,1.994907,0.1000
exp,3.3016,-1.312818,0.099745,0.000,1.994908,0.1000
exp,3.3143,-1.312818,0.099745,0.000,1.994908,0.1000
exp,3.3319,-1.312419,0.099745,0.000,1.994907,0.1000
exp,3.3409,-1.312020,0.099745,0.000,1.994907,0.1000
exp,3.3531,-1.310823,0.099745,0.000,1.994907,0.1000
exp,3.3576,-1.310424,0.099745,0.000,1.994908,0.1000
exp,3.3678,-1.310424,0.099745,0.000,1.994908,0.1000
exp,3.3804,-1.310424,0.099745,0.000,1.994907,0.1000
exp,3.3946,-1.309227,0.099745,0.000,1.994907,0.1000
exp,3.3992,-1.308828,0.099745,0.000,1.994907,0.1000
exp,3.4078,-1.308828,0.099745,0.000,1.994907,0.1000
exp,3.4203,-1.308030,0.099745,0.000,1.994907,0.1000
exp,3.4330,-1.307631,0.099745,0.000,1.994907,0.1000
exp,3.4374,-1.307232,0.099745,0.000,1.994907,0.1000
exp,3.4498,-1.306833,0.099745,0.000,1.994907,0.1000
exp,3.4595,-1.306833,0.099745,0.000,1.994908,0.1000
exp,3.4768,-1.306035,0.099745,0.000,1.994907,0.1000
exp,3.4881,-1.305636,0.099745,0.000,-2.004455,0.1000
exp,3.5002,-1.304838,0.099745,0.000,1.994908,0.1000
exp,3.5183,-1.303641,0.099745,0.000,1.994907,0.1000
exp,3.5284,-1.303242,0.099745,0.000,1.994908,0.1000
exp,3.5399,-1.302843,0.099745,0.000,1.994908,0.1000
exp,3.5536,-1.302045,0.099745,0.000,1.994907,0.1000
exp,3.5660,-1.301646,0.099745,0.000,-2.004417,0.1000
exp,3.5672,-1.301646,0.099745,0.000,1.994908,0.1000
exp,3.5800,-1.300848,0.099745,0.000,1.994908,0.1000
exp,3.5958,-1.300050,0.099745,0.000,1.994908,0.1000
exp,3.6062,-1.300050,0.099745,0.000,1.994908,0.1000
exp,3.6077,-1.299651,0.099745,0.000,1.994908,0.1000
exp,3.6201,-1.299252,0.099745,0.000,1.994908,0.1000
exp,3.6332,-1.298853,0.099745,0.000,1.994908,0.1000
exp,3.6373,-1.298853,0.099745,0.000,1.994908,0.1000
exp,3.6479,-1.298455,0.099745,0.000,1.994908,0.1000
exp,3.6605,-1.298056,0.099745,0.000,1.994908,0.1000
